ID,Origin,core_label,Subcel1,Localization,Type
Zm00001eb158500,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb159670,unknown,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb084530,unknown,Core Gene,nucl,Plastid,Soluble
Zm00001eb429250,WGD,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb248000,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb022670,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb205360,unknown,Core Gene,chlo,Lysosome/Vacuole,Soluble
Zm00001eb371360,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb340930,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb313500,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb263790,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb135330,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb393610,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb168640,unknown,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb161310,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb159220,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb062010,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb387170,Tandem,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb306510,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb002290,unknown,Core Gene,E.R.,Endoplasmic reticulum,Membrane
Zm00001eb273360,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb254020,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb129260,unknown,Private Gene,nucl,Cytoplasm,Soluble
Zm00001eb009210,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb395090,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb346040,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb341850,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb318050,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb315330,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb326340,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb319930,unknown,Core Gene,mito,Golgi apparatus,Membrane
Zm00001eb266900,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb168160,unknown,Core Gene,mito,Nucleus,Soluble
Zm00001eb208920,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb144570,unknown,Core Gene,mito,Cell membrane,Membrane
Zm00001eb430830,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb047830,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb059080,unknown,Dispensable Gene,mito,Cytoplasm,Soluble
Zm00001eb139460,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb220650,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb196370,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb054370,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb129560,WGD,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb402840,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb356160,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb332150,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb255360,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb224980,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb167910,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb136350,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb158520,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb125060,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb130850,WGD,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb090960,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb405370,unknown,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb196690,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb142670,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb118720,Tandem,Near-Core Gene,cyto,Cell membrane,Membrane
Zm00001eb389900,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb298230,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb221280,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb205490,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb079920,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb112680,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb073990,WGD,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb420410,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb428090,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb415270,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb012560,unknown,Core Gene,nucl,Cell membrane,Membrane
Zm00001eb374100,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb271430,unknown,Dispensable Gene,nucl,Mitochondrion,Membrane
Zm00001eb060140,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb324090,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb070450,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb226550,unknown,Near-Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb247310,WGD,Near-Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb220460,WGD,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb378790,unknown,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb287930,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb286580,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb257410,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb022220,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb412060,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb357540,WGD,Dispensable Gene,cyto,Peroxisome,Soluble
Zm00001eb359350,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb427310,WGD,Core Gene,E.R.,Nucleus,Soluble
Zm00001eb392840,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb077240,Tandem,Core Gene,cyto,Plastid,Soluble
Zm00001eb148270,unknown,Core Gene,chlo,Extracellular,Soluble
Zm00001eb252720,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb367720,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb029850,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb208880,Tandem,Core Gene,mito,Cytoplasm,Soluble
Zm00001eb427220,Tandem,Core Gene,mito,Nucleus,Soluble
Zm00001eb299830,WGD,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb213710,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb191620,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb091850,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb103680,WGD,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb038260,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb037860,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb048720,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb257200,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb273370,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb190620,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb102760,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb133020,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb369850,WGD,Core Gene,extr,Nucleus,Soluble
Zm00001eb364840,WGD,Near-Core Gene,mito,Cytoplasm,Soluble
Zm00001eb065540,unknown,Dispensable Gene,mito,Cytoplasm,Soluble
Zm00001eb408660,unknown,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb121400,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb425850,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb191700,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb383190,unknown,Dispensable Gene,cyto,Cell membrane,Membrane
Zm00001eb244350,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb148120,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb181050,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb121880,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb110020,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb211820,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb146580,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb395520,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb370260,unknown,Core Gene,plas,Nucleus,Membrane
Zm00001eb322100,Tandem,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb293660,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb131130,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb414960,unknown,Near-Core Gene,plas,Cytoplasm,Soluble
Zm00001eb416470,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb002100,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb010620,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb310480,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb098450,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb065290,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb302590,unknown,Private Gene,chlo,Mitochondrion,Membrane
Zm00001eb262860,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb244430,WGD,Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb209290,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb182640,WGD,Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb137350,unknown,Dispensable Gene,chlo,Mitochondrion,Soluble
Zm00001eb156610,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb095960,unknown,Core Gene,cyto_nucl,Nucleus,Soluble
Zm00001eb100890,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb009920,Tandem,Core Gene,cyto_nucl,Nucleus,Soluble
Zm00001eb041250,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb380080,unknown,Core Gene,cyto,Extracellular,Soluble
Zm00001eb333520,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb362020,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb363580,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb258550,Both,Core Gene,cyto,Nucleus,Soluble
Zm00001eb248540,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb217880,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb223560,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb209270,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb177230,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb197140,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb210120,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb195220,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb125650,Tandem,Core Gene,cyto,Nucleus,Soluble
Zm00001eb161500,WGD,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb163960,unknown,Core Gene,plas,Golgi apparatus,Membrane
Zm00001eb128610,WGD,Near-Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb131180,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb116750,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb429190,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb037350,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb043220,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb166160,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb147880,WGD,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb088520,Tandem,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb250990,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb103320,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb062300,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb270390,WGD,Core Gene,extr,Plastid,Membrane
Zm00001eb184070,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb015840,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb023770,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb394910,unknown,Core Gene,plas,Plastid,Membrane
Zm00001eb350560,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb019160,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb089550,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb383000,unknown,Near-Core Gene,cyto,Endoplasmic reticulum,Soluble
Zm00001eb277990,unknown,Core Gene,cyto,Lysosome/Vacuole,Soluble
Zm00001eb185790,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb198640,WGD,Core Gene,cyto,Peroxisome,Membrane
Zm00001eb061760,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb385560,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb385840,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb107470,Tandem,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb394710,unknown,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb317890,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb240080,unknown,Near-Core Gene,chlo,Plastid,Soluble
Zm00001eb241660,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb194350,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb123650,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb068930,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb074220,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb048280,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb227130,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb240590,unknown,Core Gene,E.R.,Peroxisome,Soluble
Zm00001eb266040,unknown,Dispensable Gene,extr,Nucleus,Soluble
Zm00001eb435850,unknown,unknown,nucl,Nucleus,Soluble
Zm00001eb214190,Both,Core Gene,nucl,Nucleus,Soluble
Zm00001eb224460,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb219240,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb120430,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb128880,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb423160,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb401790,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb005960,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb397960,WGD,Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb351560,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb318130,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb401510,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb341740,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb344520,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb294290,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb279760,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb248680,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb256920,WGD,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb191520,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb194800,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb119740,Both,Core Gene,cyto,Nucleus,Soluble
Zm00001eb157540,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb163240,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb406510,unknown,Near-Core Gene,cyto,Nucleus,Soluble
Zm00001eb423580,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb054860,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb380390,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb386570,unknown,Core Gene,plas,Cytoplasm,Soluble
Zm00001eb238560,unknown,Core Gene,plas,Lysosome/Vacuole,Soluble
Zm00001eb120180,unknown,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb162350,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb130310,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb162820,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb085590,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb421990,WGD,Core Gene,cyto,Peroxisome,Membrane
Zm00001eb349450,Both,Core Gene,nucl,Nucleus,Soluble
Zm00001eb321860,unknown,Dispensable Gene,nucl,Mitochondrion,Soluble
Zm00001eb294020,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb203560,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb192310,unknown,Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb190150,WGD,Core Gene,nucl,Golgi apparatus,Membrane
Zm00001eb154070,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb100730,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb073880,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb412600,unknown,Core Gene,nucl,Golgi apparatus,Membrane
Zm00001eb004290,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb031510,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb027720,unknown,Near-Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb037070,unknown,Dispensable Gene,nucl,Cell membrane,Membrane
Zm00001eb381720,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb369240,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb321820,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb215100,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb150750,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb218350,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb213530,unknown,Core Gene,chlo,Lysosome/Vacuole,Membrane
Zm00001eb189190,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb406950,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb023900,unknown,Near-Core Gene,nucl,Plastid,Soluble
Zm00001eb025060,unknown,Near-Core Gene,nucl,Mitochondrion,Soluble
Zm00001eb397850,unknown,Near-Core Gene,nucl,Extracellular,Soluble
Zm00001eb145190,Tandem,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb128770,unknown,Near-Core Gene,nucl,Nucleus,Soluble
Zm00001eb100400,unknown,Dispensable Gene,cyto,Lysosome/Vacuole,Membrane
Zm00001eb430500,WGD,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb103960,unknown,Core Gene,chlo,Mitochondrion,Membrane
Zm00001eb155040,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb358270,unknown,Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb301550,unknown,Dispensable Gene,mito,Mitochondrion,Soluble
Zm00001eb280520,unknown,Core Gene,chlo,Peroxisome,Soluble
Zm00001eb264280,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb156380,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb106250,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb410080,WGD,Near-Core Gene,chlo,Nucleus,Soluble
Zm00001eb424620,WGD,Core Gene,cysk,Cytoplasm,Soluble
Zm00001eb010440,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb171020,WGD,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb337800,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb291430,unknown,Private Gene,cyto,Mitochondrion,Soluble
Zm00001eb259090,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb147270,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb038410,unknown,Core Gene,cyto,Mitochondrion,Membrane
Zm00001eb372470,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb373490,WGD,Core Gene,cyto,Nucleus,Soluble
Zm00001eb362600,unknown,Core Gene,cyto,Peroxisome,Soluble
Zm00001eb298940,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb295380,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb246160,unknown,Near-Core Gene,chlo,Plastid,Membrane
Zm00001eb233470,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb237010,unknown,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb137210,unknown,Dispensable Gene,cyto,Peroxisome,Membrane
Zm00001eb142110,unknown,Dispensable Gene,cyto,Nucleus,Soluble
Zm00001eb430510,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb021420,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb049820,unknown,Core Gene,cyto,Nucleus,Soluble
Zm00001eb055320,unknown,Core Gene,cyto,Mitochondrion,Soluble
Zm00001eb043850,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb374790,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb360520,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb323960,Tandem,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb218100,unknown,Dispensable Gene,chlo,Plastid,Soluble
Zm00001eb194790,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb136550,unknown,Dispensable Gene,nucl,Mitochondrion,Membrane
Zm00001eb058380,unknown,Dispensable Gene,chlo,Cytoplasm,Soluble
Zm00001eb025990,unknown,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb426510,WGD,Core Gene,vacu,Extracellular,Soluble
Zm00001eb261920,unknown,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb153010,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb264190,unknown,Core Gene,nucl,Nucleus,Soluble
Zm00001eb226670,Tandem,Core Gene,nucl,Nucleus,Soluble
Zm00001eb393860,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb267240,unknown,Dispensable Gene,chlo,Nucleus,Soluble
Zm00001eb217180,WGD,Core Gene,chlo,Nucleus,Soluble
Zm00001eb172020,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb095000,unknown,Core Gene,chlo,Nucleus,Soluble
Zm00001eb076640,unknown,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb043550,WGD,Core Gene,chlo,Mitochondrion,Soluble
Zm00001eb167560,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb408810,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb087850,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb253530,WGD,Core Gene,nucl,Nucleus,Soluble
Zm00001eb144860,unknown,Dispensable Gene,nucl,Cytoplasm,Soluble
Zm00001eb341930,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb222120,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb433470,WGD,Core Gene,golg,Golgi apparatus,Membrane
Zm00001eb018150,WGD,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb174340,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb346330,unknown,Dispensable Gene,nucl,Mitochondrion,Membrane
Zm00001eb313210,unknown,Dispensable Gene,nucl,Nucleus,Soluble
Zm00001eb364180,Tandem,Private Gene,nucl,Nucleus,Soluble
Zm00001eb257050,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb081640,unknown,Core Gene,chlo,Cell membrane,Membrane
Zm00001eb289880,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb247690,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb016640,Tandem,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb385200,unknown,Dispensable Gene,chlo,Extracellular,Soluble
Zm00001eb150560,WGD,Core Gene,chlo,Extracellular,Soluble
Zm00001eb195720,unknown,Core Gene,plas,Endoplasmic reticulum,Membrane
Zm00001eb333330,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb012880,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb288500,unknown,Core Gene,plas,Lysosome/Vacuole,Membrane
Zm00001eb100780,WGD,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb404700,unknown,Core Gene,plas,Mitochondrion,Membrane
Zm00001eb389880,unknown,Dispensable Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb326590,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb073370,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb078120,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb428530,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb430990,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb059040,unknown,Core Gene,nucl,Cytoplasm,Soluble
Zm00001eb055750,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb062850,unknown,Core Gene,plas,Cell membrane,Membrane
Zm00001eb367760,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb176720,unknown,Core Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb428590,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb026100,unknown,Core Gene,cyto,Cytoplasm,Soluble
Zm00001eb368100,WGD,Core Gene,chlo,Golgi apparatus,Membrane
Zm00001eb096490,unknown,Core Gene,chlo,Endoplasmic reticulum,Soluble
Zm00001eb356070,WGD,Core Gene,vacu,Cell membrane,Membrane
Zm00001eb345630,unknown,Core Gene,cyto,Endoplasmic reticulum,Soluble
Zm00001eb021080,unknown,Core Gene,cyto,Endoplasmic reticulum,Membrane
Zm00001eb012790,WGD,Core Gene,cyto,Cell membrane,Membrane
Zm00001eb230210,Tandem,Core Gene,chlo,Nucleus,Soluble
Zm00001eb007100,unknown,Core Gene,cyto,Nucleus,Membrane
Zm00001eb193610,unknown,Dispensable Gene,cyto,Mitochondrion,Soluble
Zm00001eb088530,Tandem,Dispensable Gene,cyto,Cytoplasm,Soluble
Zm00001eb318290,WGD,Core Gene,chlo,Cytoplasm,Soluble
Zm00001eb090500,unknown,Core Gene,extr,Nucleus,Soluble
Zm00001eb055210,WGD,Core Gene,plas,Cell membrane,Membrane
Zm00001eb150250,unknown,Dispensable Gene,chlo,Endoplasmic reticulum,Membrane
Zm00001eb074560,unknown,Core Gene,chlo,Plastid,Membrane
Zm00001eb060350,WGD,Core Gene,chlo,Plastid,Membrane
Zm00001eb379620,unknown,Core Gene,cyto,Mitochondrion,Soluble
